Cycle	Time	FAM	HEX	ROX	CY5
     1	 2272629	467.0	459.0	235.0	826.0
     2	 2380629	466.0	460.0	238.0	832.0
     3	 2488629	465.0	461.0	236.0	830.0
     4	 2596629	462.0	460.0	236.0	832.0
     5	 2704629	463.0	454.0	237.0	833.0
     6	 2812630	461.0	457.0	237.0	830.0
     7	 2920629	456.0	459.0	237.0	836.0
     8	 3028629	458.0	456.0	238.0	836.0
     9	 3136629	462.0	459.0	237.0	837.0
    10	 3244629	462.0	456.0	237.0	835.0
    11	 3352629	462.0	456.0	236.0	833.0
    12	 3460629	463.0	455.0	235.0	831.0
    13	 3568629	459.0	457.0	234.0	832.0
    14	 3676629	461.0	455.0	235.0	832.0
    15	 3784629	460.0	456.0	236.0	832.0
    16	 3892629	457.0	453.0	236.0	830.0
    17	 4000636	457.0	451.0	235.0	831.0
    18	 4108629	457.0	451.0	237.0	834.0
    19	 4217629	456.0	452.0	233.0	832.0
    20	 4325629	455.0	449.0	233.0	831.0
    21	 4433629	458.0	453.0	233.0	832.0
    22	 4542629	458.0	452.0	234.0	832.0
    23	 4651629	458.0	454.0	233.0	832.0
    24	 4759628	459.0	456.0	233.0	826.0
    25	 4868629	456.0	461.0	234.0	829.0
    26	 4977629	458.0	474.0	232.0	827.0
    27	 5086629	459.0	494.0	232.0	830.0
    28	 5195629	458.0	532.0	234.0	833.0
    29	 5304629	463.0	583.0	233.0	837.0
    30	 5413629	468.0	643.0	233.0	850.0
    31	 5522636	475.0	715.0	233.0	871.0
    32	 5631634	483.0	786.0	234.0	897.0
    33	 5738635	492.0	856.0	231.0	925.0
    34	 5847629	505.0	928.0	232.0	957.0
    35	 5954629	522.0	999.0	233.0	993.0
    36	 6061629	541.0	1067.0	234.0	1025.0
    37	 6169639	560.0	1128.0	233.0	1060.0
    38	 6276629	582.0	1186.0	233.0	1087.0
    39	 6384630	606.0	1245.0	239.0	1118.0
    40	 6492629	625.0	1298.0	236.0	1145.0
    41	 6600629	659.0	1347.0	235.0	1172.0
    42	 6708629	689.0	1395.0	234.0	1200.0
    43	 6815629	720.0	1436.0	233.0	1225.0
    44	 6923629	750.0	1476.0	234.0	1246.0
    45	 7031629	790.0	1508.0	236.0	1267.0
