 Cycle    Time         FAM         HEX         ROX         CY5
     1 2267770  519.454545  553.863636 1099.045455  685.727273
     2 2374778  519.200000  553.800000 1098.436364  685.418182
     3 2481772  518.945455  553.736364 1097.827273  685.109091
     4 2588770  518.690909  553.672727 1097.218182  684.800000
     5 2695770  518.436364  553.609091 1096.609091  684.490909
     6 2802780  518.181818  553.545455 1096.000000  684.181818
     7 2909771  517.454545  553.000000 1096.181818  684.090909
     8 3016770  517.090909  553.181818 1095.545455  684.000000
     9 3123771  516.454545  552.818182 1094.454545  684.090909
    10 3230783  516.181818  552.545455 1093.636364  683.454545
    11 3337771  516.272727  551.818182 1091.818182  682.818182
    12 3444771  515.818182  551.181818 1091.000000  682.636364
    13 3551773  515.181818  551.272727 1090.909091  682.545455
    14 3658770  514.727273  551.090909 1091.454545  682.272727
    15 3765770  514.272727  550.818182 1092.272727  682.363636
    16 3873778  513.909091  551.272727 1093.363636  682.727273
    17 3981770  513.545455  551.363636 1094.363636  683.272727
    18 4089779  513.363636  552.000000 1095.181818  683.363636
    19 4197770  512.909091  552.818182 1095.636364  683.000000
    20 4305771  512.727273  555.454545 1096.363636  683.272727
    21 4413783  512.727273  560.545455 1096.818182  683.818182
    22 4521770  513.363636  570.000000 1098.272727  684.818182
    23 4629777  514.454545  585.090909 1099.090909  686.181818
    24 4737782  516.181818  606.363636 1099.363636  688.454545
    25 4845771  518.818182  634.727273 1099.363636  692.454545
    26 4953770  523.090909  670.545455 1099.545455  698.545455
    27 5061770  529.454545  713.636364 1099.545455  708.090909
    28 5169770  538.636364  764.090909 1099.545455  721.000000
    29 5277770  551.363636  821.181818 1099.545455  737.909091
    30 5385770  568.090909  885.000000 1100.000000  759.454545
    31 5493770  589.090909  953.545455 1100.454545  784.272727
    32 5601770  614.363636 1025.818182 1100.727273  812.727273
    33 5709770  643.909091 1098.909091 1100.727273  844.272727
    34 5817783  678.545455 1171.454545 1101.000000  878.272727
    35 5925770  718.272727 1242.454545 1100.818182  914.545455
    36 6033773  763.272727 1310.727273 1101.181818  951.727273
    37 6141770  813.818182 1376.181818 1100.727273  989.545455
    38 6249782  868.818182 1437.909091 1099.909091 1026.454545
    39 6357770  927.545455 1496.090909 1099.181818 1063.909091
    40 6465770  988.727273 1549.545455 1098.090909 1096.636364
    41 6573772 1053.254545 1601.136364 1097.127273 1129.600000
    42 6681770 1117.781818 1652.727273 1096.163636 1162.563636
    43 6789770 1182.309091 1704.318182 1095.200000 1195.527273
    44 6897770 1246.836364 1755.909091 1094.236364 1228.490909
    45 7022770 1311.363636 1807.500000 1093.272727 1261.454545
