 Cycle    Time        FAM         HEX        ROX         CY5
     1 2268829 305.006993  438.377622 223.860140  696.398601
     2 2377829 307.000000  439.321678 224.629371  697.426573
     3 2486839 307.745921  440.020979 224.811189  698.708625
     4 2595828 307.541958  440.497669 224.560606  700.157343
     5 2704829 306.685315  440.773893 224.032634  701.685315
     6 2813835 305.473193  440.871795 223.382284  703.205128
     7 2922828 304.652681  440.857809 223.263403  704.862471
     8 3032829 303.811189  440.965035 222.801865  705.699301
     9 3142840 303.170163  440.032634 222.680653  706.519814
    10 3252829 302.638695  439.340326 221.909091  706.505828
    11 3362830 302.983683  439.818182 222.156177  707.477855
    12 3472834 303.505828  440.398601 222.041958  707.041958
    13 3582828 303.533800  440.494172 222.137529  707.498834
    14 3692829 303.454545  439.748252 222.125874  708.000000
    15 3802829 302.827506  440.244755 221.878788  708.641026
    16 3912831 303.207459  440.484848 221.965035  709.473193
    17 4022828 303.268065  440.114219 222.179487  710.174825
    18 4132829 303.116550  439.121212 222.016317  710.484848
    19 4242829 303.004662  438.051282 221.855478  710.916084
    20 4353838 302.386946  437.776224 221.428904  711.603730
    21 4464829 302.452214  437.407925 221.638695  711.407925
    22 4575828 302.554779  438.125874 221.468531  710.792541
    23 4686828 302.202797  440.743590 221.864802  710.445221
    24 4797828 301.976690  450.298368 222.319347  710.137529
    25 4908830 301.386946  470.944056 222.620047  710.531469
    26 5019832 302.272727  503.536131 222.620047  712.111888
    27 5130833 303.685315  548.317016 223.090909  716.046620
    28 5241828 307.153846  604.762238 223.370629  725.536131
    29 5352828 312.976690  670.337995 223.638695  741.258741
    30 5463828 320.303030  741.622378 224.030303  763.097902
    31 5574828 330.328671  813.664336 224.587413  790.233100
    32 5685829 343.233100  883.773893 224.990676  822.790210
    33 5796828 358.997669  949.731935 225.025641  859.515152
    34 5907829 377.207459 1012.962704 225.424242  898.659674
    35 6018833 397.701632 1072.610723 225.792541  938.354312
    36 6129828 421.657343 1128.808858 225.743590  977.223776
    37 6240828 447.890443 1181.233100 226.018648 1015.128205
    38 6351835 476.517483 1230.053613 225.715618 1052.032634
    39 6462828 508.146853 1274.480186 225.554779 1086.079254
    40 6573839 541.097902 1315.673660 225.139860 1117.435897
    41 6684829 576.160839 1352.804196 224.331002 1146.156177
    42 6795835 613.031469 1386.419580 223.907925 1172.691142
    43 6907828 651.573427 1416.666667 224.193473 1197.160839
    44 7018834 691.650350 1443.692308 225.510490 1219.685315
    45 7129830 733.125874 1467.643357 228.181818 1240.384615
