 Cycle    Time        FAM        HEX        ROX        CY5
     1 2266669 467.685315 445.524476 243.000000 815.447552
     2 2376664 470.055944 448.864336 244.381818 818.579021
     3 2486664 472.233100 451.819580 245.642424 820.885315
     4 2596664 474.216783 454.390210 246.781818 822.366434
     5 2706664 476.006993 456.576224 247.800000 823.022378
     6 2816673 477.603730 458.377622 248.696970 822.853147
     7 2926664 478.743590 459.396270 249.857809 821.426573
     8 3036664 479.431235 460.002331 250.491841 819.177156
     9 3146667 480.254079 460.447552 251.004662 816.331002
    10 3256664 481.741259 461.426573 250.648019 813.878788
    11 3366676 482.505828 462.454545 250.972028 811.111888
    12 3477665 483.412587 463.365967 250.941725 807.186480
    13 3588664 484.293706 464.251748 251.291375 803.165501
    14 3699665 485.293706 465.219114 251.428904 799.200466
    15 3810672 485.904429 465.783217 251.414918 796.102564
    16 3921664 487.347319 467.249417 251.393939 793.641026
    17 4032664 488.554779 468.629371 251.221445 792.522145
    18 4143664 488.944056 468.377622 251.093240 792.090909
    19 4254664 489.864802 468.776224 250.713287 793.151515
    20 4365664 490.664336 469.575758 250.603730 796.011655
    21 4476669 491.403263 470.193473 250.846154 799.088578
    22 4587664 492.498834 470.904429 251.205128 801.871795
    23 4698665 493.594406 471.519814 251.405594 805.118881
    24 4809669 494.841492 472.592075 252.158508 808.344988
    25 4920678 496.219114 473.764569 252.780886 811.948718
    26 5031673 497.645688 475.482517 253.582751 815.706294
    27 5142664 498.258741 476.519814 253.524476 819.724942
    28 5253664 498.498834 477.102564 253.421911 823.790210
    29 5364664 499.023310 479.013986 253.522145 828.083916
    30 5475664 499.268065 481.937063 253.778555 833.261072
    31 5586664 500.284382 486.909091 253.811189 838.820513
    32 5697664 501.750583 493.743590 253.724942 845.489510
    33 5808664 503.298368 502.729604 253.724942 854.333333
    34 5919665 505.710956 514.055944 253.939394 864.037296
    35 6030664 508.442890 527.834499 253.951049 875.090909
    36 6141677 511.426573 543.025641 254.263403 886.132867
    37 6252664 514.335664 559.111888 253.573427 896.226107
    38 6363664 517.221445 575.787879 253.170163 905.191142
    39 6474671 519.755245 591.953380 253.016317 912.407925
    40 6585664 522.009324 608.375291 252.613054 918.489510
    41 6696664 524.335664 624.128671 252.360839 925.113287
    42 6807664 526.587413 639.697902 252.113287 931.184615
    43 6918673 528.764569 655.082984 251.870396 936.703497
    44 7029671 530.867133 670.283916 251.632168 941.669930
    45 7140676 532.895105 685.300699 251.398601 946.083916
