 Cycle    Time        FAM         HEX        ROX         CY5
     1 2280612 425.227273  505.318182 331.454545 1028.409091
     2 2401612 424.709091  504.581818 331.800000 1031.454545
     3 2522620 424.190909  503.845455 332.145455 1034.500000
     4 2642622 423.672727  503.109091 332.490909 1037.545455
     5 2765612 423.154545  502.372727 332.836364 1040.590909
     6 2886634 422.636364  501.636364 333.181818 1043.636364
     7 3006612 422.181818  501.090909 332.818182 1046.454545
     8 3130613 421.909091  500.272727 332.909091 1048.727273
     9 3251612 421.727273  499.909091 333.545455 1050.545455
    10 3372612 421.636364  499.363636 333.545455 1052.454545
    11 3492633 422.000000  499.181818 333.727273 1054.090909
    12 3615613 422.090909  499.000000 334.090909 1055.363636
    13 3734624 421.909091  499.181818 334.454545 1056.818182
    14 3860626 422.000000  499.181818 335.090909 1057.636364
    15 3981620 422.272727  498.909091 335.363636 1058.636364
    16 4103612 422.272727  498.909091 335.363636 1059.818182
    17 4223612 422.272727  499.000000 335.363636 1060.818182
    18 4346613 422.909091  499.363636 336.272727 1062.000000
    19 4465612 423.181818  499.818182 336.181818 1063.181818
    20 4588612 423.454545  500.272727 336.000000 1064.363636
    21 4710612 423.818182  502.818182 336.454545 1065.727273
    22 4829612 424.181818  507.545455 336.727273 1067.090909
    23 4965613 424.636364  515.636364 336.727273 1069.454545
    24 5084612 425.727273  528.636364 336.545455 1073.000000
    25 5204613 427.454545  546.363636 336.090909 1078.545455
    26 5323613 430.090909  570.363636 336.000000 1086.727273
    27 5442613 433.909091  599.454545 336.000000 1098.454545
    28 5561624 439.545455  634.000000 335.727273 1113.909091
    29 5679612 446.727273  673.272727 335.454545 1132.636364
    30 5817612 455.636364  716.636364 335.545455 1154.363636
    31 5943618 467.181818  763.090909 335.090909 1178.727273
    32 6065612 481.363636  810.363636 334.545455 1203.636364
    33 6186612 497.727273  858.454545 334.363636 1231.000000
    34 6305612 517.545455  906.181818 334.090909 1259.272727
    35 6429612 539.727273  951.636364 333.909091 1287.909091
    36 6547624 564.727273  994.909091 334.090909 1315.818182
    37 6684612 592.272727 1035.090909 333.909091 1342.545455
    38 6809627 621.363636 1071.454545 333.909091 1365.636364
    39 6927622 652.272727 1104.272727 333.818182 1386.636364
    40 7053612 684.636364 1133.909091 333.727273 1405.000000
    41 7173612 718.681818 1162.481818 333.954545 1421.963636
    42 7295612 752.727273 1191.054545 334.181818 1438.927273
    43 7432612 786.772727 1219.627273 334.409091 1455.890909
    44 7554612 820.818182 1248.200000 334.636364 1472.854545
    45 7680612 854.863636 1276.772727 334.863636 1489.818182
