Cycle	Time	FAM	HEX	ROX	CY5
     1	  841518	512.0	427.0	0.0	211.0
     2	  949518	489.0	418.0	0.0	221.0
     3	 1057518	486.0	407.0	0.0	233.0
     4	 1165518	487.0	410.0	0.0	221.0
     5	 1273518	496.0	413.0	0.0	209.0
     6	 1381518	497.0	413.0	0.0	215.0
     7	 1489522	499.0	410.0	0.0	204.0
     8	 1597520	488.0	433.0	0.0	222.0
     9	 1705518	476.0	439.0	0.0	236.0
    10	 1814518	505.0	424.0	0.0	219.0
    11	 1922518	496.0	417.0	0.0	212.0
    12	 2030518	484.0	420.0	0.0	219.0
    13	 2138524	484.0	434.0	0.0	212.0
    14	 2246518	492.0	411.0	0.0	223.0
    15	 2354529	487.0	394.0	0.0	220.0
    16	 2462529	482.0	438.0	0.0	215.0
    17	 2571518	487.0	421.0	0.0	222.0
    18	 2680518	500.0	417.0	0.0	219.0
    19	 2789518	474.0	437.0	0.0	230.0
    20	 2897518	487.0	415.0	0.0	223.0
    21	 3005518	493.0	417.0	0.0	251.0
    22	 3113518	498.0	407.0	0.0	219.0
    23	 3222524	489.0	424.0	0.0	219.0
    24	 3331518	479.0	418.0	0.0	211.0
    25	 3440518	483.0	422.0	0.0	242.0
    26	 3549521	500.0	405.0	0.0	231.0
    27	 3658518	509.0	430.0	0.0	216.0
    28	 3772518	479.0	414.0	0.0	221.0
    29	 3880518	490.0	404.0	0.0	245.0
    30	 3989518	487.0	417.0	0.0	231.0
    31	 4098519	482.0	405.0	0.0	231.0
    32	 4206518	493.0	432.0	0.0	250.0
    33	 4314518	482.0	428.0	0.0	264.0
    34	 4423518	485.0	428.0	0.0	300.0
    35	 4532526	485.0	411.0	0.0	315.0
    36	 4641523	486.0	418.0	0.0	326.0
    37	 4750523	470.0	411.0	0.0	351.0
    38	 4858518	484.0	410.0	0.0	360.0
    39	 4966526	483.0	418.0	0.0	374.0
    40	 5075518	485.0	412.0	0.0	394.0
    41	 5184518	492.0	432.0	0.0	406.0
    42	 5293518	489.0	423.0	0.0	412.0
    43	 5401518	487.0	417.0	0.0	407.0
    44	 5509527	477.0	407.0	0.0	411.0
    45	 5619518	477.0	418.0	0.0	414.0
