 Cycle    Time         FAM        HEX  ROX        CY5
     1  840136  449.923077 432.979021  0.0 222.517483
     2  947136  447.587413 425.531469  0.0 222.195804
     3 1054136  445.053613 421.433566  0.0 222.860140
     4 1161136  442.473193 419.976690  0.0 224.214452
     5 1268136  439.997669 420.452214  0.0 225.962704
     6 1375136  437.778555 422.151515  0.0 227.808858
     7 1482137  436.184149 424.657343  0.0 230.610723
     8 1589136  434.906760 425.806527  0.0 230.624709
     9 1696136  434.496503 425.151515  0.0 230.396270
    10 1803136  436.529138 424.668998  0.0 229.181818
    11 1911136  437.559441 422.664336  0.0 225.571096
    12 2019137  438.477855 424.785548  0.0 227.715618
    13 2127137  438.965035 424.265734  0.0 228.000000
    14 2235136  440.020979 422.034965  0.0 228.032634
    15 2343136  440.622378 421.186480  0.0 227.337995
    16 2451137  440.708625 422.668998  0.0 228.445221
    17 2559136  437.699301 421.435897  0.0 229.666667
    18 2667136  437.305361 421.440559  0.0 231.230769
    19 2775137  435.682984 420.177156  0.0 230.797203
    20 2883136  435.990676 418.613054  0.0 233.282051
    21 2991136  434.885781 417.918415  0.0 231.382284
    22 3099136  437.356643 418.664336  0.0 232.438228
    23 3208136  437.067599 418.997669  0.0 234.426573
    24 3317136  437.692308 421.177156  0.0 233.708625
    25 3426136  439.251748 424.242424  0.0 234.083916
    26 3535136  438.531469 426.289044  0.0 237.801865
    27 3644136  435.622378 425.258741  0.0 239.037296
    28 3753136  436.013986 427.573427  0.0 241.701632
    29 3862136  435.508159 427.445221  0.0 245.892774
    30 3971137  432.857809 425.918415  0.0 255.799534
    31 4080136  437.813520 430.946387  0.0 270.463869
    32 4189136  447.282051 440.976690  0.0 288.088578
    33 4298136  460.226107 457.158508  0.0 307.032634
    34 4407136  483.659674 476.909091  0.0 327.594406
    35 4516137  514.340326 502.247086  0.0 351.834499
    36 4625136  554.088578 531.027972  0.0 378.296037
    37 4734136  603.494172 560.983683  0.0 400.916084
    38 4843137  659.433566 597.414918  0.0 422.135198
    39 4952136  716.263403 628.400932  0.0 441.291375
    40 5062136  773.116550 657.277389  0.0 456.909091
    41 5172136  835.526807 689.163170  0.0 470.195804
    42 5282136  899.470862 719.428904  0.0 479.912587
    43 5392138  963.869464 746.946387  0.0 485.580420
    44 5502136 1027.643357 770.587413  0.0 486.720280
    45 5612136 1089.713287 789.223776  0.0 482.853147
