Cycle	Time	FAM	HEX	ROX	CY5
     1	 2267843	504.0	481.0	231.0	849.0
     2	 2373843	505.0	479.0	231.0	848.0
     3	 2479844	507.0	481.0	231.0	853.0
     4	 2585844	504.0	479.0	232.0	855.0
     5	 2691843	497.0	472.0	227.0	852.0
     6	 2797849	496.0	472.0	231.0	852.0
     7	 2903855	491.0	472.0	229.0	851.0
     8	 3009844	490.0	469.0	230.0	851.0
     9	 3115843	492.0	468.0	227.0	851.0
    10	 3221849	489.0	470.0	229.0	852.0
    11	 3328851	489.0	469.0	229.0	853.0
    12	 3434843	490.0	466.0	230.0	853.0
    13	 3541844	488.0	466.0	228.0	853.0
    14	 3648848	487.0	463.0	229.0	857.0
    15	 3755844	484.0	461.0	227.0	850.0
    16	 3862843	484.0	458.0	226.0	848.0
    17	 3969844	482.0	458.0	227.0	848.0
    18	 4076844	484.0	459.0	227.0	849.0
    19	 4183843	484.0	461.0	228.0	850.0
    20	 4290844	485.0	462.0	228.0	852.0
    21	 4397843	484.0	463.0	229.0	852.0
    22	 4504843	483.0	463.0	229.0	853.0
    23	 4611843	485.0	464.0	229.0	854.0
    24	 4718843	482.0	465.0	227.0	852.0
    25	 4825843	487.0	463.0	229.0	853.0
    26	 4932844	484.0	464.0	229.0	850.0
    27	 5039843	486.0	465.0	232.0	855.0
    28	 5146844	485.0	465.0	230.0	856.0
    29	 5253843	485.0	467.0	230.0	859.0
    30	 5360843	478.0	466.0	229.0	866.0
    31	 5467844	488.0	462.0	228.0	880.0
    32	 5574848	485.0	466.0	230.0	906.0
    33	 5681844	486.0	467.0	231.0	948.0
    34	 5797843	488.0	467.0	231.0	993.0
    35	 5905844	487.0	468.0	232.0	1055.0
    36	 6012846	485.0	469.0	232.0	1123.0
    37	 6119858	488.0	469.0	231.0	1189.0
    38	 6227843	489.0	470.0	232.0	1252.0
    39	 6335843	488.0	470.0	231.0	1309.0
    40	 6443843	489.0	472.0	232.0	1360.0
    41	 6551843	490.0	472.0	232.0	1404.0
    42	 6659843	489.0	471.0	231.0	1440.0
    43	 6767844	489.0	471.0	233.0	1472.0
    44	 6875850	493.0	474.0	230.0	1493.0
    45	 6983843	490.0	473.0	230.0	1514.0
