Cycle	Time	FAM	HEX	ROX	CY5
     1	  840136	452.0	435.0	0.0	229.0
     2	  947136	445.0	424.0	0.0	215.0
     3	 1054136	443.0	417.0	0.0	221.0
     4	 1161136	444.0	423.0	0.0	216.0
     5	 1268136	442.0	416.0	0.0	227.0
     6	 1375136	436.0	436.0	0.0	249.0
     7	 1482137	438.0	421.0	0.0	227.0
     8	 1589136	434.0	419.0	0.0	226.0
     9	 1696136	437.0	423.0	0.0	224.0
    10	 1803136	428.0	437.0	0.0	228.0
    11	 1911136	439.0	421.0	0.0	233.0
    12	 2019137	441.0	420.0	0.0	227.0
    13	 2127137	443.0	421.0	0.0	229.0
    14	 2235136	444.0	423.0	0.0	229.0
    15	 2343136	432.0	425.0	0.0	217.0
    16	 2451137	440.0	426.0	0.0	236.0
    17	 2559136	437.0	416.0	0.0	229.0
    18	 2667136	444.0	419.0	0.0	230.0
    19	 2775137	436.0	426.0	0.0	232.0
    20	 2883136	439.0	417.0	0.0	237.0
    21	 2991136	421.0	416.0	0.0	228.0
    22	 3099136	445.0	425.0	0.0	234.0
    23	 3208136	430.0	413.0	0.0	226.0
    24	 3317136	444.0	418.0	0.0	245.0
    25	 3426136	442.0	424.0	0.0	228.0
    26	 3535136	446.0	428.0	0.0	242.0
    27	 3644136	425.0	431.0	0.0	243.0
    28	 3753136	436.0	433.0	0.0	231.0
    29	 3862136	441.0	424.0	0.0	253.0
    30	 3971137	427.0	426.0	0.0	261.0
    31	 4080136	448.0	424.0	0.0	257.0
    32	 4189136	449.0	448.0	0.0	283.0
    33	 4298136	457.0	447.0	0.0	311.0
    34	 4407136	462.0	468.0	0.0	333.0
    35	 4516137	531.0	518.0	0.0	365.0
    36	 4625136	546.0	532.0	0.0	362.0
    37	 4734136	604.0	560.0	0.0	391.0
    38	 4843137	662.0	584.0	0.0	431.0
    39	 4952136	708.0	635.0	0.0	445.0
    40	 5062136	789.0	659.0	0.0	464.0
    41	 5172136	835.0	694.0	0.0	469.0
    42	 5282136	898.0	728.0	0.0	478.0
    43	 5392138	951.0	729.0	0.0	480.0
    44	 5502136	1032.0	769.0	0.0	483.0
    45	 5612136	1092.0	795.0	0.0	488.0
