Number	Time	Temperature
     1	 1428363	49.7
     2	 1428413	49.8
     3	 1428463	35.4
     4	 1428513	35.6
     5	 1428563	35.6
     6	 1428613	35.8
     7	 1428663	36.1
     8	 1428713	36.6
     9	 1428763	37.1
    10	 1428813	37.6
    11	 1428863	38.2
    12	 1428913	39.6
    13	 1428973	40.7
    14	 1429021	41.5
    15	 1429063	42.4
    16	 1429113	43.4
    17	 1429162	44.2
    18	 1429225	45.1
    19	 1429275	46.1
    20	 1429323	46.9
    21	 1429371	48.7
    22	 1429413	49.4
    23	 1429463	50.1
    24	 1429515	50.8
    25	 1429562	51.4
    26	 1429613	52.1
    27	 1429663	52.6
    28	 1429713	52.9
    29	 1429763	53.0
    30	 1429813	53.3
    31	 1429873	53.3
    32	 1429920	53.1
    33	 1429963	53.0
    34	 1430015	53.0
    35	 1430063	52.7
    36	 1430112	52.2
    37	 1430163	52.1
    38	 1430213	51.6
    39	 1430263	51.2
    40	 1430313	51.1
    41	 1430363	50.8
    42	 1430413	50.4
    43	 1430463	50.3
    44	 1430513	50.1
    45	 1430562	49.8
    46	 1430621	49.7
    47	 1430668	49.4
    48	 1430717	49.2
    49	 1430763	49.5
    50	 1430813	49.7
    51	 1430871	49.8
    52	 1430913	49.8
    53	 1430973	50.3
    54	 1431018	50.4
    55	 1431068	50.5
    56	 1431115	50.8
    57	 1431163	50.8
    58	 1431213	51.1
    59	 1431262	51.1
    60	 1431313	51.1
    61	 1431363	51.1
    62	 1431413	51.0
    63	 1431463	50.8
    64	 1431513	50.7
    65	 1431563	50.5
    66	 1431613	50.4
    67	 1431663	50.3
    68	 1431725	50.1
    69	 1431771	50.1
    70	 1431818	50.1
    71	 1431865	50.1
    72	 1431913	50.1
    73	 1431965	50.1
    74	 1432023	50.1
    75	 1432063	50.1
    76	 1432113	50.3
    77	 1432162	50.4
    78	 1432213	50.5
    79	 1432262	50.5
    80	 1432323	50.7
    81	 1432371	50.7
    82	 1432417	50.7
    83	 1432463	50.8
    84	 1432513	50.7
    85	 1432563	50.7
    86	 1432613	50.5
    87	 1432663	50.4
    88	 1432715	50.4
    89	 1432763	50.1
    90	 1432813	50.1
    91	 1432863	50.1
    92	 1432913	50.1
    93	 1432963	50.1
    94	 1433013	50.1
    95	 1433063	50.1
    96	 1433125	50.3
    97	 1433173	50.3
    98	 1433221	50.4
    99	 1433267	50.3
   100	 1433315	50.4
   101	 1433362	50.5
   102	 1433413	50.5
   103	 1433463	50.5
   104	 1433513	50.5
   105	 1433563	50.4
   106	 1433613	50.5
   107	 1433663	50.4
   108	 1433713	50.4
   109	 1433763	50.4
   110	 1433813	50.3
   111	 1433863	50.3
   112	 1433921	50.1
   113	 1433971	50.3
   114	 1434017	50.1
   115	 1434065	50.1
   116	 1434113	50.1
   117	 1434163	50.1
   118	 1434213	50.1
   119	 1434263	50.1
   120	 1434313	50.3
   121	 1434363	50.4
   122	 1434413	50.4
   123	 1434463	50.4
   124	 1434513	50.5
   125	 1434563	50.5
   126	 1434613	50.4
   127	 1434673	50.4
   128	 1434713	50.4
   129	 1434763	50.4
   130	 1434821	50.3
   131	 1434863	50.1
   132	 1434913	50.3
   133	 1434963	50.3
   134	 1435013	50.3
   135	 1435063	50.3
   136	 1435113	50.1
   137	 1435163	50.1
   138	 1435213	50.3
   139	 1435263	50.3
   140	 1435317	50.1
   141	 1435365	50.1
   142	 1435413	50.1
   143	 1435463	50.1
   144	 1435513	50.1
   145	 1435563	50.1
   146	 1435613	49.9
   147	 1435663	49.9
   148	 1435713	49.8
   149	 1435763	49.7
   150	 1435813	49.8
   151	 1435863	49.7
   152	 1435913	49.5
   153	 1435973	49.7
   154	 1436021	49.7
   155	 1436063	49.7
   156	 1436113	49.5
   157	 1436163	49.8
   158	 1436223	49.8
   159	 1436271	49.7
   160	 1436317	49.9
   161	 1436365	49.9
   162	 1436412	50.1
   163	 1436463	49.9
   164	 1436513	50.1
   165	 1436563	50.1
   166	 1436613	50.1
   167	 1436663	50.1
   168	 1436713	50.1
   169	 1436763	49.9
   170	 1436813	49.9
   171	 1436863	49.9
   172	 1436913	49.9
   173	 1436963	49.9
   174	 1437023	49.8
   175	 1437068	49.9
   176	 1437117	49.9
   177	 1437163	49.9
   178	 1437213	49.8
   179	 1437263	49.8
   180	 1437313	49.8
   181	 1437363	49.8
   182	 1437413	49.8
   183	 1437463	49.9
   184	 1437513	49.8
   185	 1437563	49.9
   186	 1437613	49.9
   187	 1437675	49.9
   188	 1437721	49.9
   189	 1437767	49.9
   190	 1437815	50.1
   191	 1437863	49.9
   192	 1437913	49.9
   193	 1437963	49.8
   194	 1438013	49.8
   195	 1438063	50.1
   196	 1438115	49.9
   197	 1438163	49.9
   198	 1438213	49.9
   199	 1438263	49.9
   200	 1438315	49.9
   201	 1438363	49.8
   202	 1438413	49.9
   203	 1438473	49.9
   204	 1438521	49.9
   205	 1438569	49.8
   206	 1438617	49.8
   207	 1438663	49.9
   208	 1438713	49.9
   209	 1438763	49.9
   210	 1438813	49.9
   211	 1438863	49.8
   212	 1438913	49.9
   213	 1438963	49.8
   214	 1439015	49.9
   215	 1439063	50.1
   216	 1439113	50.1
   217	 1439163	49.9
   218	 1439213	50.1
   219	 1439265	49.9
   220	 1439315	50.1
   221	 1439363	50.1
   222	 1439425	50.1
   223	 1439471	50.1
   224	 1439515	50.1
   225	 1439563	50.1
   226	 1439613	50.1
   227	 1439663	49.9
   228	 1439713	49.9
   229	 1439763	49.9
   230	 1439813	49.9
   231	 1439863	49.9
   232	 1439915	49.7
   233	 1439963	49.8
   234	 1440013	49.8
   235	 1440063	49.9
   236	 1440113	49.9
   237	 1440171	49.9
   238	 1440225	49.9
   239	 1440268	50.1
   240	 1440321	50.1
   241	 1440367	50.1
   242	 1440413	50.1
   243	 1440463	50.1
   244	 1440513	50.1
   245	 1440563	50.1
   246	 1440613	50.1
   247	 1440662	50.1
   248	 1440713	50.1
   249	 1440763	49.9
   250	 1440813	49.9
   251	 1440863	49.9
   252	 1440913	49.8
   253	 1440973	49.8
   254	 1441018	49.8
   255	 1441067	49.8
   256	 1441113	49.8
   257	 1441163	49.8
   258	 1441213	49.9
   259	 1441263	49.8
   260	 1441313	49.9
   261	 1441363	50.1
   262	 1441415	50.1
   263	 1441465	50.1
   264	 1441513	50.1
   265	 1441563	50.1
   266	 1441613	50.1
   267	 1441673	50.1
   268	 1441718	50.3
   269	 1441767	50.3
   270	 1441815	50.4
   271	 1441865	50.3
