 Cycle    Time        FAM         HEX        ROX         CY5
     1 2263311 282.573427  414.559441 213.552448  706.734266
     2 2374311 283.181818  415.643357 214.370629  708.748252
     3 2485311 283.589744  416.368298 214.925408  710.072261
     4 2596311 283.804196  416.805361 215.278555  710.888112
     5 2707317 283.832168  417.025641 215.491841  711.377622
     6 2820316 283.680653  417.100233 215.627040  711.722611
     7 2931315 282.888112  416.769231 216.069930  712.447552
     8 3042311 282.186480  417.193473 215.988345  713.114219
     9 3153316 282.020979  417.627040 216.319347  714.025641
    10 3264321 282.195804  418.396270 215.757576  714.804196
    11 3375312 282.498834  418.529138 215.386946  716.170163
    12 3486311 283.013986  419.603730 215.454545  717.701632
    13 3597311 282.876457  418.923077 216.193473  718.111888
    14 3708311 283.473193  418.433566 216.629371  719.403263
    15 3819311 283.983683  418.223776 216.300699  719.916084
    16 3930311 284.088578  417.149184 216.417249  720.773893
    17 4041311 284.174825  416.678322 216.682984  721.477855
    18 4152319 283.832168  416.897436 216.438228  722.261072
    19 4263311 284.034965  417.195804 216.198135  722.186480
    20 4374311 284.198135  418.470862 216.317016  721.988345
    21 4485311 284.529138  417.801865 216.482517  722.494172
    22 4596311 283.850816  418.379953 216.930070  723.226107
    23 4707311 283.592075  419.186480 217.114219  723.384615
    24 4818311 284.037296  424.349650 217.603730  724.123543
    25 4929311 283.745921  436.431235 217.165501  724.953380
    26 5040321 284.365967  457.328671 216.745921  727.412587
    27 5151311 286.100233  487.955711 216.393939  733.510490
    28 5262311 288.899767  527.993007 216.214452  744.424242
    29 5373312 292.277389  575.449883 216.668998  760.841492
    30 5484311 297.375291  628.044289 216.785548  784.356643
    31 5595311 303.648019  682.020979 217.419580  814.333333
    32 5706311 310.545455  735.296037 218.244755  848.277389
    33 5817311 319.062937  785.503497 218.729604  883.622378
    34 5928311 327.843823  831.324009 219.167832  918.794872
    35 6039311 337.706294  874.214452 219.724942  950.400932
    36 6150312 348.149184  913.407925 219.317016  977.692308
    37 6261311 359.468531  949.193473 219.307692 1001.631702
    38 6372311 371.398601  981.440559 218.876457 1021.307692
    39 6483312 382.843823 1010.547786 218.659674 1040.813520
    40 6594311 394.599068 1036.370629 218.027972 1060.920746
    41 6705311 406.386946 1060.624709 218.051282 1079.960373
    42 6816311 418.310023 1082.715618 218.159674 1097.733100
    43 6927312 430.386946 1102.808858 218.298368 1113.974359
    44 7038312 442.636364 1121.069930 218.412587 1128.419580
    45 7149311 455.076923 1137.664336 218.447552 1140.804196
