Cycle	Time	FAM	HEX	ROX	CY5
     1	 2266035	280.0	425.0	216.0	687.0
     2	 2376035	273.0	421.0	214.0	707.0
     3	 2486035	280.0	429.0	220.0	716.0
     4	 2596035	279.0	433.0	224.0	714.0
     5	 2706040	281.0	441.0	226.0	718.0
     6	 2816034	286.0	445.0	224.0	717.0
     7	 2927034	285.0	442.0	226.0	712.0
     8	 3038034	287.0	443.0	225.0	718.0
     9	 3149034	287.0	441.0	226.0	720.0
    10	 3262034	287.0	444.0	227.0	719.0
    11	 3377035	288.0	451.0	228.0	719.0
    12	 3488034	289.0	444.0	229.0	720.0
    13	 3599034	291.0	449.0	231.0	721.0
    14	 3710035	288.0	446.0	231.0	722.0
    15	 3821035	291.0	450.0	232.0	721.0
    16	 3932034	291.0	452.0	231.0	720.0
    17	 4043043	292.0	451.0	231.0	721.0
    18	 4154046	290.0	449.0	230.0	721.0
    19	 4270034	291.0	451.0	228.0	721.0
    20	 4381034	292.0	454.0	229.0	723.0
    21	 4492034	293.0	453.0	231.0	721.0
    22	 4603034	290.0	452.0	229.0	717.0
    23	 4714035	291.0	452.0	229.0	726.0
    24	 4825040	293.0	458.0	230.0	719.0
    25	 4937046	295.0	468.0	232.0	720.0
    26	 5048037	286.0	471.0	231.0	725.0
    27	 5159039	297.0	493.0	226.0	729.0
    28	 5287034	297.0	528.0	230.0	730.0
    29	 5398036	299.0	573.0	230.0	740.0
    30	 5509035	305.0	627.0	233.0	757.0
    31	 5620034	311.0	692.0	231.0	778.0
    32	 5731035	320.0	754.0	228.0	805.0
    33	 5841034	327.0	813.0	232.0	842.0
    34	 5952034	341.0	874.0	232.0	875.0
    35	 6062034	351.0	927.0	231.0	909.0
    36	 6172034	368.0	974.0	234.0	943.0
    37	 6289034	377.0	1031.0	232.0	984.0
    38	 6400038	398.0	1080.0	235.0	1006.0
    39	 6511035	412.0	1124.0	234.0	1038.0
    40	 6621035	426.0	1164.0	236.0	1073.0
    41	 6732035	445.0	1202.0	236.0	1087.0
    42	 6842035	461.0	1236.0	240.0	1109.0
    43	 6952034	477.0	1259.0	235.0	1142.0
    44	 7063041	493.0	1293.0	236.0	1160.0
    45	 7174034	512.0	1324.0	237.0	1170.0
