Number	Time	Temperature
     1	 1431092	28.2
     2	 1431142	27.2
     3	 1431192	27.4
     4	 1431244	27.5
     5	 1431292	28.0
     6	 1431342	28.4
     7	 1431392	28.8
     8	 1431442	29.5
     9	 1431492	29.8
    10	 1431542	30.7
    11	 1431614	31.3
    12	 1431712	32.7
    13	 1431752	33.6
    14	 1431800	34.1
    15	 1431846	35.0
    16	 1431894	35.6
    17	 1431942	36.6
    18	 1431992	37.2
    19	 1432043	37.7
    20	 1432092	38.5
    21	 1432142	39.3
    22	 1432192	40.1
    23	 1432242	40.6
    24	 1432292	41.3
    25	 1432344	41.9
    26	 1432404	42.5
    27	 1432450	43.3
    28	 1432498	44.4
    29	 1432546	44.9
    30	 1432598	45.5
    31	 1432644	46.1
    32	 1432692	46.7
    33	 1432744	47.0
    34	 1432792	47.6
    35	 1432842	48.0
    36	 1432892	48.5
    37	 1432942	49.1
    38	 1432992	49.5
    39	 1433042	50.1
    40	 1433102	50.3
    41	 1433146	50.7
    42	 1433194	51.2
    43	 1433242	51.4
    44	 1433292	51.5
    45	 1433342	51.5
    46	 1433392	51.5
    47	 1433442	51.4
    48	 1433492	51.2
    49	 1433542	51.0
    50	 1433592	50.7
    51	 1433642	50.4
    52	 1433692	50.1
    53	 1433742	49.9
    54	 1433812	49.7
    55	 1433852	48.7
    56	 1433896	49.0
    57	 1433944	49.0
    58	 1433994	49.0
    59	 1434042	49.1
    60	 1434092	49.1
    61	 1434142	49.2
    62	 1434192	49.4
    63	 1434242	49.7
    64	 1434292	49.8
    65	 1434342	50.1
    66	 1434392	50.1
    67	 1434442	50.4
    68	 1434508	50.8
    69	 1434560	50.8
    70	 1434606	50.8
    71	 1434650	50.7
    72	 1434694	51.0
    73	 1434742	51.0
    74	 1434792	50.5
    75	 1434842	50.7
    76	 1434894	50.5
    77	 1434942	50.4
    78	 1434994	50.3
    79	 1435044	50.1
    80	 1435092	49.9
    81	 1435142	49.8
    82	 1435192	49.7
    83	 1435242	49.7
    84	 1435310	49.7
    85	 1435354	49.7
    86	 1435402	49.7
    87	 1435448	49.8
    88	 1435496	49.8
    89	 1435544	49.9
    90	 1435592	50.1
    91	 1435642	50.1
    92	 1435692	50.3
    93	 1435742	50.5
    94	 1435792	50.5
    95	 1435842	50.7
    96	 1435892	50.7
    97	 1435942	50.3
    98	 1435994	50.7
    99	 1436042	50.7
   100	 1436092	50.5
   101	 1436142	50.5
   102	 1436208	50.5
   103	 1436242	50.4
   104	 1436292	50.1
   105	 1436342	50.1
   106	 1436392	49.9
   107	 1436442	50.1
   108	 1436492	50.1
   109	 1436542	50.1
   110	 1436592	50.1
   111	 1436642	50.1
   112	 1436692	50.1
   113	 1436756	50.1
   114	 1436804	49.8
   115	 1436852	50.1
   116	 1436898	50.3
   117	 1436946	50.3
   118	 1436994	50.3
   119	 1437042	50.4
   120	 1437092	50.4
   121	 1437142	50.4
   122	 1437192	50.4
   123	 1437242	50.5
   124	 1437292	50.4
   125	 1437342	50.5
   126	 1437392	50.4
   127	 1437444	50.4
   128	 1437494	50.4
   129	 1437542	50.4
   130	 1437592	50.3
   131	 1437642	50.3
   132	 1437692	50.3
   133	 1437754	50.1
   134	 1437792	50.1
   135	 1437842	50.1
   136	 1437892	49.7
   137	 1437942	50.1
   138	 1437994	50.1
   139	 1438042	50.1
   140	 1438092	50.1
   141	 1438144	50.1
   142	 1438202	50.1
   143	 1438250	50.3
   144	 1438302	50.3
   145	 1438348	50.3
   146	 1438394	50.4
   147	 1438444	50.4
   148	 1438492	50.5
   149	 1438542	50.5
   150	 1438592	50.5
   151	 1438642	50.5
   152	 1438692	50.5
   153	 1438742	50.4
   154	 1438792	50.4
   155	 1438842	50.4
   156	 1438892	50.4
   157	 1438960	50.3
   158	 1438994	50.1
   159	 1439042	50.1
   160	 1439092	50.1
   161	 1439150	50.1
   162	 1439210	50.1
   163	 1439256	50.1
   164	 1439298	50.1
   165	 1439344	50.1
   166	 1439392	50.1
   167	 1439456	50.1
   168	 1439504	50.3
   169	 1439556	50.3
   170	 1439598	50.3
   171	 1439644	50.4
   172	 1439694	50.4
   173	 1439742	50.4
   174	 1439792	50.5
   175	 1439842	50.5
   176	 1439892	50.4
   177	 1439942	50.4
   178	 1439994	50.4
   179	 1440042	50.4
   180	 1440092	50.4
   181	 1440142	50.4
   182	 1440196	50.3
   183	 1440242	50.3
   184	 1440306	50.3
   185	 1440342	50.3
   186	 1440392	50.1
   187	 1440454	50.1
   188	 1440502	50.1
   189	 1440546	50.1
   190	 1440594	50.3
   191	 1440642	50.3
   192	 1440708	50.3
   193	 1440742	50.3
   194	 1440792	50.3
   195	 1440842	50.4
   196	 1440892	50.4
   197	 1440944	50.4
   198	 1440994	50.5
   199	 1441042	50.4
   200	 1441092	50.4
   201	 1441142	50.4
   202	 1441212	50.3
   203	 1441254	50.4
   204	 1441306	50.4
   205	 1441348	50.4
   206	 1441398	50.3
   207	 1441444	50.3
   208	 1441492	50.3
   209	 1441548	50.3
   210	 1441592	50.3
   211	 1441642	50.1
   212	 1441692	50.1
   213	 1441744	50.1
   214	 1441794	50.1
   215	 1441842	50.1
   216	 1441892	50.1
   217	 1441942	50.3
   218	 1442008	50.1
   219	 1442058	50.3
   220	 1442098	50.4
   221	 1442144	50.3
   222	 1442192	50.4
   223	 1442242	50.4
   224	 1442292	50.3
   225	 1442342	50.4
   226	 1442392	50.4
   227	 1442442	50.4
   228	 1442492	50.4
   229	 1442542	50.4
   230	 1442592	50.3
   231	 1442642	50.3
   232	 1442692	50.3
   233	 1442744	50.3
   234	 1442792	50.3
   235	 1442842	50.1
   236	 1442902	50.3
   237	 1442950	50.1
   238	 1443000	50.1
   239	 1443048	50.1
   240	 1443098	50.1
   241	 1443144	50.3
   242	 1443192	50.3
   243	 1443242	50.3
   244	 1443292	50.3
   245	 1443342	50.3
   246	 1443392	50.3
   247	 1443442	50.4
   248	 1443492	50.4
   249	 1443542	50.4
   250	 1443592	50.4
   251	 1443642	50.4
   252	 1443706	50.4
   253	 1443751	50.3
   254	 1443792	50.3
   255	 1443844	50.1
   256	 1443894	50.1
   257	 1443954	50.1
   258	 1443994	50.1
   259	 1444042	50.1
   260	 1444092	50.1
   261	 1444142	50.1
   262	 1444192	50.1
   263	 1444244	50.3
   264	 1444292	50.3
   265	 1444342	50.3
   266	 1444392	50.3
   267	 1444462	50.3
   268	 1444506	50.4
   269	 1444548	50.4
   270	 1444596	50.4
   271	 1444646	50.4
   272	 1444692	50.4
   273	 1444742	50.4
   274	 1444792	50.4
   275	 1444842	50.4
   276	 1444892	50.3
   277	 1444964	50.3
   278	 1445006	50.3
   279	 1445048	50.3
   280	 1445102	50.1
   281	 1445150	50.1
   282	 1445198	50.1
   283	 1445244	50.1
   284	 1445292	50.1
   285	 1445344	50.1
   286	 1445392	50.1
   287	 1445442	50.1
   288	 1445494	50.1
   289	 1445542	50.1
   290	 1445592	50.1
   291	 1445642	50.1
   292	 1445692	50.3
   293	 1445742	50.3
   294	 1445812	50.3
   295	 1445856	50.3
   296	 1445894	50.4
   297	 1445942	50.4
   298	 1445994	50.4
   299	 1446042	50.3
   300	 1446092	50.3
   301	 1446144	50.4
   302	 1446192	50.3
