Cycle	Time	FAM	HEX	ROX	CY5
     1	 2266669	466.0	444.0	245.0	814.0
     2	 2376664	470.0	449.0	242.0	819.0
     3	 2486664	473.0	453.0	246.0	822.0
     4	 2596664	478.0	456.0	244.0	824.0
     5	 2706664	475.0	457.0	250.0	823.0
     6	 2816673	478.0	458.0	249.0	821.0
     7	 2926664	478.0	460.0	251.0	823.0
     8	 3036664	479.0	459.0	250.0	819.0
     9	 3146667	479.0	460.0	250.0	817.0
    10	 3256664	483.0	462.0	250.0	813.0
    11	 3366676	484.0	463.0	252.0	811.0
    12	 3477665	482.0	462.0	252.0	806.0
    13	 3588664	485.0	464.0	250.0	804.0
    14	 3699665	485.0	467.0	251.0	803.0
    15	 3810672	485.0	466.0	252.0	796.0
    16	 3921664	487.0	466.0	251.0	790.0
    17	 4032664	489.0	467.0	252.0	790.0
    18	 4143664	490.0	470.0	251.0	793.0
    19	 4254664	490.0	469.0	251.0	795.0
    20	 4365664	492.0	473.0	251.0	796.0
    21	 4476669	489.0	468.0	249.0	799.0
    22	 4587664	491.0	466.0	251.0	801.0
    23	 4698665	495.0	475.0	252.0	806.0
    24	 4809669	495.0	473.0	253.0	809.0
    25	 4920678	497.0	474.0	253.0	811.0
    26	 5031673	498.0	476.0	253.0	816.0
    27	 5142664	497.0	476.0	252.0	821.0
    28	 5253664	499.0	478.0	256.0	822.0
    29	 5364664	500.0	480.0	253.0	829.0
    30	 5475664	499.0	481.0	254.0	834.0
    31	 5586664	500.0	486.0	252.0	839.0
    32	 5697664	501.0	493.0	254.0	845.0
    33	 5808664	503.0	501.0	255.0	852.0
    34	 5919665	505.0	515.0	254.0	864.0
    35	 6030664	510.0	529.0	253.0	873.0
    36	 6141677	511.0	541.0	254.0	886.0
    37	 6252664	514.0	559.0	255.0	900.0
    38	 6363664	518.0	576.0	252.0	907.0
    39	 6474671	519.0	594.0	254.0	914.0
    40	 6585664	523.0	609.0	253.0	917.0
    41	 6696664	524.0	624.0	250.0	922.0
    42	 6807664	527.0	640.0	253.0	929.0
    43	 6918673	528.0	654.0	252.0	934.0
    44	 7029671	531.0	671.0	251.0	941.0
    45	 7140676	533.0	685.0	252.0	950.0
