 Cycle    Time        FAM        HEX        ROX         CY5
     1 2265959 441.136364 479.454545 311.545455  812.545455
     2 2376960 439.436364 478.418182 311.218182  814.054545
     3 2486960 437.736364 477.381818 310.890909  815.563636
     4 2596960 436.036364 476.345455 310.563636  817.072727
     5 2707960 434.336364 475.309091 310.236364  818.581818
     6 2817972 432.636364 474.272727 309.909091  820.090909
     7 2928960 430.818182 472.818182 309.363636  822.363636
     8 3039961 428.818182 471.363636 308.818182  824.000000
     9 3150960 427.909091 470.909091 308.454545  825.818182
    10 3260960 427.090909 470.363636 308.181818  827.727273
    11 3370960 426.272727 470.000000 308.090909  829.545455
    12 3480959 425.181818 469.000000 308.090909  831.000000
    13 3591960 424.181818 468.272727 308.090909  832.909091
    14 3701960 423.545455 467.454545 308.000000  835.363636
    15 3811960 422.181818 466.363636 307.363636  837.545455
    16 3921968 421.090909 465.636364 307.363636  839.636364
    17 4031960 420.000000 465.181818 307.545455  841.454545
    18 4141960 418.818182 464.818182 307.545455  842.909091
    19 4251960 418.454545 464.636364 307.727273  844.636364
    20 4361960 418.090909 464.363636 307.909091  846.272727
    21 4471960 417.727273 464.272727 308.090909  847.818182
    22 4581959 417.272727 464.272727 308.636364  849.454545
    23 4691960 417.181818 464.636364 308.636364  851.636364
    24 4801960 417.000000 464.727273 308.545455  853.545455
    25 4911964 417.000000 464.818182 309.000000  856.181818
    26 5021960 417.636364 465.181818 309.545455  860.090909
    27 5131966 417.636364 465.363636 309.545455  866.272727
    28 5241960 418.545455 466.000000 309.818182  875.727273
    29 5351964 419.545455 466.636364 310.272727  889.181818
    30 5461960 420.181818 467.636364 310.363636  907.636364
    31 5571960 422.090909 469.454545 310.727273  931.363636
    32 5681960 424.181818 470.818182 310.909091  960.727273
    33 5791960 427.727273 473.090909 310.636364  993.727273
    34 5901960 432.636364 475.909091 310.727273 1031.000000
    35 6011960 439.000000 479.545455 310.909091 1071.363636
    36 6121959 447.181818 483.636364 310.909091 1113.909091
    37 6231960 456.545455 487.636364 310.909091 1157.454545
    38 6341960 468.181818 493.000000 311.272727 1199.909091
    39 6451960 481.272727 498.909091 311.181818 1240.636364
    40 6560963 496.181818 504.818182 311.181818 1278.636364
    41 6670960 512.690909 511.254545 311.381818 1314.227273
    42 6779964 529.200000 517.690909 311.581818 1349.818182
    43 6889960 545.709091 524.127273 311.781818 1385.409091
    44 6998960 562.218182 530.563636 311.981818 1421.000000
    45 7107960 578.727273 537.000000 312.181818 1456.590909
