 Cycle    Time        FAM        HEX        ROX         CY5
     1 2277703 469.363636 481.818182 325.409091  976.272727
     2 2394695 468.781818 481.836364 325.218182  977.963636
     3 2512705 468.200000 481.854545 325.027273  979.654545
     4 2631695 467.618182 481.872727 324.836364  981.345455
     5 2750695 467.036364 481.890909 324.645455  983.036364
     6 2869700 466.454545 481.909091 324.454545  984.727273
     7 2988695 465.909091 481.818182 324.272727  986.818182
     8 3107695 465.363636 481.545455 324.000000  988.454545
     9 3227695 464.727273 481.272727 323.545455  989.909091
    10 3347695 464.636364 481.272727 322.818182  990.818182
    11 3467696 464.727273 481.000000 322.181818  992.454545
    12 3587707 464.909091 481.000000 321.727273  993.818182
    13 3707718 465.000000 480.636364 321.636364  995.000000
    14 3827695 465.181818 480.090909 321.363636  995.909091
    15 3953695 464.818182 479.818182 320.727273  997.000000
    16 4073695 464.818182 479.272727 320.363636  998.636364
    17 4192699 465.272727 479.181818 319.727273 1000.000000
    18 4317706 465.363636 478.909091 318.909091 1000.727273
    19 4439702 465.181818 478.909091 318.727273 1001.636364
    20 4561695 465.727273 479.181818 318.545455 1002.363636
    21 4680696 465.454545 479.090909 318.454545 1003.000000
    22 4800695 465.363636 479.181818 317.909091 1003.363636
    23 4920695 465.000000 479.000000 317.545455 1004.272727
    24 5039720 464.818182 479.000000 317.363636 1005.545455
    25 5164695 464.909091 479.090909 316.636364 1007.363636
    26 5283695 465.636364 478.818182 316.272727 1009.909091
    27 5402695 465.909091 479.181818 316.000000 1013.636364
    28 5543695 465.818182 479.363636 315.454545 1019.454545
    29 5662705 466.454545 479.818182 315.727273 1028.727273
    30 5781701 467.636364 481.272727 315.363636 1041.272727
    31 5905695 469.181818 484.636364 315.272727 1057.818182
    32 6024695 472.090909 490.545455 314.909091 1077.909091
    33 6149696 477.181818 499.818182 314.727273 1101.818182
    34 6270695 485.363636 512.272727 314.545455 1128.727273
    35 6395695 497.818182 529.727273 314.090909 1158.545455
    36 6514695 514.727273 551.181818 314.454545 1190.545455
    37 6635695 536.818182 577.545455 314.818182 1225.000000
    38 6754703 564.000000 607.818182 315.000000 1259.545455
    39 6878697 596.636364 642.090909 315.727273 1294.181818
    40 6997712 634.181818 680.090909 315.727273 1327.363636
    41 7116706 677.072727 722.672727 316.245455 1360.581818
    42 7235695 719.963636 765.254545 316.763636 1393.800000
    43 7354708 762.854545 807.836364 317.281818 1427.018182
    44 7473695 805.745455 850.418182 317.800000 1460.236364
    45 7591695 848.636364 893.000000 318.318182 1493.454545
