 Cycle    Time        FAM        HEX        ROX         CY5
     1 2277703 468.874126 482.132867 325.356643  973.475524
     2 2394695 468.586014 481.962238 325.197203  976.844755
     3 2512705 468.232634 481.833566 325.030769  979.841026
     4 2631695 467.813986 481.746853 324.857343  982.464336
     5 2750695 467.330070 481.702098 324.676923  984.714685
     6 2869700 466.780886 481.699301 324.489510  986.592075
     7 2988695 466.247086 482.097902 324.365967  987.365967
     8 3107695 465.736597 482.839161 324.256410  988.349650
     9 3227695 465.088578 483.055944 323.930070  989.384615
    10 3347695 463.750583 482.310023 323.587413  991.331002
    11 3467696 462.850816 481.745921 323.079254  992.268065
    12 3587707 462.578089 480.545455 322.356643  993.596737
    13 3707718 463.181818 479.808858 320.983683  995.011655
    14 3827695 464.086247 479.461538 320.128205  996.678322
    15 3953695 465.703963 478.967366 320.027972  997.944056
    16 4073695 466.519814 479.156177 319.489510  998.449883
    17 4192699 466.578089 478.727273 319.494172  999.428904
    18 4317706 467.030303 478.932401 319.864802 1001.123543
    19 4439702 467.256410 479.037296 319.414918 1002.207459
    20 4561695 465.482517 478.657343 319.034965 1003.296037
    21 4680696 464.662005 478.822844 318.303030 1003.990676
    22 4800695 463.813520 478.797203 318.002331 1004.680653
    23 4920695 463.892774 479.233100 317.172494 1004.645688
    24 5039720 464.188811 479.372960 316.291375 1004.461538
    25 5164695 464.664336 479.300699 316.717949 1004.146853
    26 5283695 464.447552 479.668998 316.517483 1004.093240
    27 5402695 465.000000 478.983683 316.163170 1005.279720
    28 5543695 466.296037 478.675991 316.188811 1008.090909
    29 5662705 466.839161 478.407925 314.829837 1012.083916
    30 5781701 466.762238 477.776224 314.769231 1019.792541
    31 5905695 466.827506 476.979021 314.620047 1032.200466
    32 6024695 466.741259 477.258741 315.037296 1050.869464
    33 6149696 467.053613 479.934732 314.925408 1075.396270
    34 6270695 468.825175 487.412587 314.498834 1106.687646
    35 6395695 473.097902 499.179487 314.696970 1143.312354
    36 6514695 482.920746 518.862471 314.116550 1183.680653
    37 6635695 499.953380 545.505828 313.804196 1224.463869
    38 6754703 525.923077 580.452214 314.090909 1266.188811
    39 6878697 560.319347 621.881119 313.745921 1305.254079
    40 6997712 603.482517 667.410256 314.783217 1341.512821
    41 7116706 649.443357 711.260140 315.395804 1373.316084
    42 7235695 701.544056 757.646154 316.197203 1402.289510
    43 7354708 759.784615 806.568298 317.187413 1428.433100
    44 7473695 824.165035 858.026573 318.366434 1451.746853
    45 7591695 894.685315 912.020979 319.734266 1472.230769
