Number	Time	Temperature
     1	 1427495	26.6
     2	 1427543	26.6
     3	 1427587	26.6
     4	 1427639	26.8
     5	 1427684	26.8
     6	 1427735	27.2
     7	 1427785	27.4
     8	 1427834	27.6
     9	 1427884	28.2
    10	 1427935	28.4
    11	 1427985	28.9
    12	 1428035	29.7
    13	 1428085	30.2
    14	 1428135	31.2
    15	 1428203	31.7
    16	 1428253	32.4
    17	 1428303	32.9
    18	 1428343	33.6
    19	 1428401	34.0
    20	 1428437	34.5
    21	 1428485	35.0
    22	 1428535	35.6
    23	 1428585	36.1
    24	 1428635	36.7
    25	 1428685	37.1
    26	 1428735	38.1
    27	 1428785	38.5
    28	 1428835	39.2
    29	 1428883	39.5
    30	 1428949	39.9
    31	 1428995	40.4
    32	 1429041	40.7
    33	 1429087	41.2
    34	 1429135	41.5
    35	 1429185	42.1
    36	 1429235	42.4
    37	 1429285	42.8
    38	 1429335	43.3
    39	 1429385	43.8
    40	 1429435	44.2
    41	 1429485	44.6
    42	 1429535	44.9
    43	 1429585	45.4
    44	 1429635	45.7
    45	 1429697	45.9
    46	 1429743	46.2
    47	 1429791	46.5
    48	 1429837	46.9
    49	 1429891	47.1
    50	 1429935	47.7
    51	 1429985	48.0
    52	 1430037	48.4
    53	 1430085	48.5
    54	 1430135	48.8
    55	 1430185	49.1
    56	 1430235	49.4
    57	 1430285	49.7
    58	 1430334	49.9
    59	 1430384	49.2
    60	 1430447	50.1
    61	 1430497	50.4
    62	 1430541	50.4
    63	 1430587	50.5
    64	 1430635	50.4
    65	 1430682	50.4
    66	 1430732	50.3
    67	 1430782	50.3
    68	 1430834	50.1
    69	 1430882	50.1
    70	 1430935	49.9
    71	 1430985	49.8
    72	 1431033	49.7
    73	 1431085	49.5
    74	 1431135	49.5
    75	 1431194	49.4
    76	 1431241	49.4
    77	 1431289	49.2
    78	 1431339	49.4
    79	 1431385	49.5
    80	 1431432	49.5
    81	 1431483	49.7
    82	 1431533	49.7
    83	 1431582	49.8
    84	 1431633	49.8
    85	 1431685	49.9
    86	 1431735	50.1
    87	 1431785	50.1
    88	 1431833	50.1
    89	 1431885	50.1
    90	 1431947	50.1
    91	 1431993	50.3
    92	 1432043	50.1
    93	 1432085	50.1
    94	 1432139	50.1
    95	 1432193	50.1
    96	 1432237	50.1
    97	 1432282	50.1
    98	 1432333	50.1
    99	 1432385	50.1
   100	 1432435	50.1
   101	 1432485	50.1
   102	 1432535	49.9
   103	 1432585	49.9
   104	 1432635	49.9
   105	 1432695	49.9
   106	 1432747	49.9
   107	 1432797	49.9
   108	 1432843	49.9
   109	 1432885	49.9
   110	 1432935	49.9
   111	 1432985	50.1
   112	 1433035	50.1
   113	 1433084	50.1
   114	 1433135	50.1
   115	 1433183	50.1
   116	 1433233	50.1
   117	 1433285	50.1
   118	 1433335	50.1
   119	 1433401	50.1
   120	 1433445	50.1
   121	 1433492	50.1
   122	 1433539	50.1
   123	 1433587	50.1
   124	 1433633	50.1
   125	 1433685	50.1
   126	 1433735	50.1
   127	 1433785	50.1
   128	 1433835	50.1
   129	 1433885	50.1
   130	 1433935	50.1
   131	 1433985	50.1
   132	 1434035	50.1
   133	 1434085	50.1
   134	 1434143	49.4
   135	 1434191	50.1
   136	 1434245	50.1
   137	 1434287	50.1
   138	 1434335	50.1
   139	 1434391	50.1
   140	 1434435	50.1
   141	 1434485	50.1
   142	 1434535	50.1
   143	 1434585	50.1
   144	 1434635	50.1
   145	 1434685	50.3
   146	 1434735	50.3
   147	 1434785	50.3
   148	 1434857	50.3
   149	 1434903	50.3
   150	 1434949	50.3
   151	 1434997	50.3
   152	 1435037	50.3
   153	 1435085	50.3
   154	 1435133	50.1
   155	 1435185	50.3
   156	 1435235	50.1
   157	 1435285	50.3
   158	 1435335	50.3
   159	 1435385	50.1
   160	 1435435	50.3
   161	 1435485	50.1
   162	 1435535	50.3
   163	 1435599	50.3
   164	 1435646	50.3
   165	 1435691	50.3
   166	 1435737	50.3
   167	 1435785	50.1
   168	 1435839	50.3
   169	 1435885	50.3
   170	 1435935	50.3
   171	 1435985	50.3
   172	 1436035	50.3
   173	 1436085	50.3
   174	 1436135	50.3
   175	 1436185	50.3
   176	 1436235	50.3
   177	 1436285	50.3
   178	 1436349	50.1
   179	 1436401	50.3
   180	 1436455	50.3
   181	 1436497	50.3
   182	 1436535	50.3
   183	 1436585	50.1
   184	 1436635	50.3
   185	 1436687	50.1
   186	 1436735	50.3
   187	 1436785	50.1
   188	 1436835	50.3
   189	 1436885	50.3
   190	 1436935	50.3
   191	 1436985	50.3
   192	 1437035	50.3
   193	 1437094	50.3
   194	 1437143	50.3
   195	 1437187	50.3
   196	 1437233	50.3
   197	 1437295	50.3
   198	 1437345	50.3
   199	 1437395	50.3
   200	 1437439	49.9
   201	 1437495	50.3
   202	 1437535	50.1
   203	 1437585	50.1
   204	 1437635	50.1
   205	 1437685	50.3
   206	 1437735	50.3
   207	 1437785	50.3
   208	 1437835	50.3
   209	 1437885	50.3
   210	 1437935	50.4
   211	 1437983	50.4
   212	 1438049	50.4
   213	 1438085	50.3
   214	 1438159	50.4
   215	 1438185	49.8
   216	 1438235	50.3
   217	 1438285	50.4
   218	 1438335	50.1
   219	 1438385	50.1
   220	 1438435	50.3
   221	 1438485	50.3
   222	 1438535	50.3
   223	 1438585	50.3
   224	 1438635	50.1
   225	 1438685	50.1
   226	 1438735	50.1
   227	 1438809	50.1
   228	 1438841	50.1
   229	 1438891	50.1
   230	 1438936	49.8
   231	 1438983	50.1
   232	 1439035	50.1
   233	 1439085	50.1
   234	 1439133	50.3
   235	 1439185	50.3
   236	 1439235	50.3
   237	 1439285	50.3
   238	 1439335	50.3
   239	 1439385	50.3
   240	 1439435	49.9
   241	 1439501	50.3
   242	 1439541	50.4
   243	 1439591	50.4
   244	 1439639	50.3
