 Cycle    Time        FAM        HEX        ROX         CY5
     1 2278857 406.181818 471.318182 325.818182  983.090909
     2 2397842 405.290909 470.363636 325.545455  984.163636
     3 2519843 404.400000 469.409091 325.272727  985.236364
     4 2638842 403.509091 468.454545 325.000000  986.309091
     5 2762843 402.618182 467.500000 324.727273  987.381818
     6 2880842 401.727273 466.545455 324.454545  988.454545
     7 3004842 401.181818 465.727273 324.363636  989.272727
     8 3126842 400.818182 464.818182 324.181818  990.181818
     9 3248848 400.272727 464.000000 324.000000  991.363636
    10 3369854 399.636364 463.727273 323.727273  992.545455
    11 3491842 399.000000 463.181818 323.818182  993.727273
    12 3610850 398.454545 462.818182 323.181818  994.545455
    13 3733842 398.000000 462.545455 322.909091  995.454545
    14 3852842 397.909091 462.090909 322.636364  995.636364
    15 3971846 397.636364 461.818182 322.090909  996.181818
    16 4089867 397.454545 461.363636 322.000000  996.818182
    17 4212842 397.181818 461.000000 321.454545  997.636364
    18 4334842 396.636364 460.636364 320.909091  998.545455
    19 4452842 396.090909 460.909091 320.363636  999.181818
    20 4583842 395.181818 460.727273 320.181818 1000.000000
    21 4710842 394.636364 460.000000 319.636364 1000.818182
    22 4828842 394.000000 459.545455 319.363636 1001.727273
    23 4949843 393.363636 459.000000 319.181818 1003.363636
    24 5067843 392.636364 458.363636 318.454545 1005.090909
    25 5185842 391.818182 457.545455 318.000000 1008.000000
    26 5306842 391.090909 456.454545 317.636364 1011.636364
    27 5424862 390.363636 455.727273 316.909091 1017.000000
    28 5546844 390.454545 454.909091 316.181818 1024.181818
    29 5667842 391.545455 454.636364 315.545455 1034.363636
    30 5784842 394.272727 455.000000 315.090909 1047.090909
    31 5903842 400.454545 457.000000 314.363636 1062.636364
    32 6022842 410.090909 460.909091 313.818182 1081.181818
    33 6158856 424.000000 467.363636 312.818182 1102.272727
    34 6283842 442.909091 476.363636 311.909091 1125.636364
    35 6408842 466.363636 488.090909 311.818182 1150.909091
    36 6525842 494.454545 502.545455 311.454545 1176.727273
    37 6642842 527.000000 519.727273 311.000000 1203.181818
    38 6764842 563.363636 539.272727 310.363636 1228.363636
    39 6882846 603.272727 561.636364 310.272727 1252.454545
    40 7000842 645.909091 585.636364 309.727273 1274.454545
    41 7121842 692.681818 612.027273 309.181818 1295.609091
    42 7243842 739.454545 638.418182 308.636364 1316.763636
    43 7361842 786.227273 664.809091 308.090909 1337.918182
    44 7478842 833.000000 691.200000 307.545455 1359.072727
    45 7596842 879.772727 717.590909 307.000000 1380.227273
