 Cycle    Time        FAM        HEX        ROX         CY5
     1 2278766 409.825175 456.384615 308.454545  935.895105
     2 2398766 408.457343 455.081119 308.436364  937.085315
     3 2517767 407.157110 453.768298 308.327273  938.322145
     4 2636766 405.924476 452.446154 308.127273  939.605594
     5 2756779 404.759441 451.114685 307.836364  940.935664
     6 2876766 403.662005 449.773893 307.454545  942.312354
     7 2995784 402.118881 447.755245 306.571096  943.296037
     8 3114776 401.438228 446.568765 305.710956  945.289044
     9 3231766 400.906760 445.834499 305.193473  946.286713
    10 3348771 399.827506 445.144522 305.428904  948.142191
    11 3465780 399.039627 444.748252 305.456876  949.645688
    12 3582766 398.874126 444.370629 305.743590  950.839161
    13 3699766 398.435897 444.237762 306.018648  952.755245
    14 3824777 397.843823 443.855478 306.011655  954.554779
    15 3940775 397.445221 443.531469 305.808858  957.006993
    16 4058768 396.601399 442.596737 305.139860  958.713287
    17 4191766 395.962704 441.564103 304.034965  960.482517
    18 4308767 395.149184 440.853147 303.662005  962.074592
    19 4424766 393.948718 440.272727 303.289044  962.673660
    20 4541766 392.421911 439.610723 303.072261  963.736597
    21 4657766 390.717949 438.526807 302.622378  964.997669
    22 4773766 389.850816 437.209790 302.270396  966.990676
    23 4889766 388.850816 436.564103 302.009324  970.585082
    24 5006766 387.969697 435.184149 300.785548  972.226107
    25 5128775 387.191142 433.736597 299.424242  972.275058
    26 5245766 386.806527 431.592075 297.797203  971.822844
    27 5361766 386.016317 428.065268 295.547786  969.293706
    28 5484766 386.067599 426.878788 294.976690  967.424242
    29 5605766 383.675991 423.265734 293.193473  965.172494
    30 5728766 380.736597 420.188811 292.219114  966.018648
    31 5850766 375.948718 415.666667 289.953380  967.335664
    32 5966766 366.699301 405.759907 284.135198  962.687646
    33 6092766 361.347319 400.286713 281.004662  968.638695
    34 6213766 358.965035 397.657343 278.687646  978.911422
    35 6334766 359.198135 397.941725 278.682984  994.132867
    36 6456766 362.179487 399.689977 279.652681 1014.543124
    37 6572766 366.298368 403.237762 281.144522 1034.976690
    38 6691766 373.955711 409.832168 284.722611 1059.710956
    39 6814766 381.286713 414.911422 286.818182 1086.431235
    40 6930769 389.976690 420.296037 290.002331 1114.538462
    41 7048766 396.906294 422.239161 290.920280 1135.984615
    42 7171788 403.476923 422.450350 290.819580 1155.123077
    43 7286766 409.688578 420.929604 289.700233 1171.953846
    44 7405767 415.541259 417.676923 287.562238 1186.476923
    45 7522766 421.034965 412.692308 284.405594 1198.692308
