 Cycle    Time        FAM        HEX        ROX         CY5
     1 2278766 409.318182 456.454545 309.136364  935.545455
     2 2398766 408.254545 455.109091 308.709091  936.945455
     3 2517767 407.190909 453.763636 308.281818  938.345455
     4 2636766 406.127273 452.418182 307.854545  939.745455
     5 2756779 405.063636 451.072727 307.427273  941.145455
     6 2876766 404.000000 449.727273 307.000000  942.545455
     7 2995784 403.272727 448.909091 306.909091  944.181818
     8 3114776 402.090909 447.909091 306.818182  945.090909
     9 3231766 401.000000 447.000000 306.545455  946.636364
    10 3348771 400.363636 446.181818 306.000000  947.909091
    11 3465780 399.727273 445.272727 305.818182  949.727273
    12 3582766 398.909091 444.545455 305.545455  951.818182
    13 3699766 398.272727 443.818182 305.272727  953.454545
    14 3824777 397.727273 443.272727 305.090909  955.090909
    15 3940775 396.909091 442.727273 304.818182  956.272727
    16 4058768 396.181818 442.363636 304.545455  957.909091
    17 4191766 395.181818 441.727273 304.454545  959.363636
    18 4308767 394.181818 440.818182 304.000000  960.909091
    19 4424766 393.272727 439.818182 303.545455  963.000000
    20 4541766 392.363636 438.818182 302.909091  964.727273
    21 4657766 391.545455 437.909091 302.272727  966.454545
    22 4773766 390.363636 437.000000 301.454545  967.818182
    23 4889766 389.363636 435.363636 300.272727  967.636364
    24 5006766 388.272727 433.727273 299.363636  967.727273
    25 5128775 387.272727 431.545455 298.363636  968.090909
    26 5245766 385.909091 429.272727 297.272727  968.000000
    27 5361766 384.454545 427.727273 296.363636  968.909091
    28 5484766 381.545455 424.000000 294.090909  969.545455
    29 5605766 378.909091 420.818182 292.272727  971.000000
    30 5728766 375.363636 416.272727 289.363636  971.181818
    31 5850766 371.636364 411.272727 286.363636  971.636364
    32 5966766 371.454545 410.363636 286.000000  980.181818
    33 6092766 371.090909 409.272727 285.363636  989.000000
    34 6213766 370.818182 408.636364 285.272727 1000.636364
    35 6334766 370.818182 408.000000 284.545455 1013.818182
    36 6456766 371.363636 408.000000 284.000000 1027.818182
    37 6572766 373.909091 408.272727 284.000000 1045.454545
    38 6691766 377.090909 408.363636 283.545455 1064.000000
    39 6814766 382.545455 410.272727 284.545455 1083.727273
    40 6930769 388.181818 411.636364 284.909091 1103.000000
    41 7048766 395.290909 414.445455 286.336364 1125.600000
    42 7171788 402.400000 417.254545 287.763636 1148.200000
    43 7286766 409.509091 420.063636 289.190909 1170.800000
    44 7405767 416.618182 422.872727 290.618182 1193.400000
    45 7522766 423.727273 425.681818 292.045455 1216.000000
