Cycle	Time	FAM	HEX	ROX	CY5
     1	 2266827	424.0	466.0	818.0	628.0
     2	 2375827	430.0	466.0	823.0	635.0
     3	 2485827	432.0	467.0	828.0	638.0
     4	 2594829	430.0	465.0	831.0	638.0
     5	 2704827	430.0	469.0	833.0	638.0
     6	 2814827	430.0	470.0	823.0	640.0
     7	 2924844	429.0	468.0	840.0	640.0
     8	 3034839	432.0	467.0	842.0	638.0
     9	 3147827	428.0	467.0	842.0	640.0
    10	 3257831	430.0	467.0	845.0	639.0
    11	 3367830	428.0	465.0	846.0	639.0
    12	 3477827	427.0	468.0	849.0	641.0
    13	 3587836	425.0	465.0	850.0	641.0
    14	 3697827	429.0	468.0	855.0	643.0
    15	 3807841	428.0	467.0	860.0	640.0
    16	 3917827	424.0	466.0	860.0	642.0
    17	 4027827	428.0	470.0	863.0	640.0
    18	 4137833	429.0	471.0	862.0	641.0
    19	 4247844	429.0	471.0	864.0	642.0
    20	 4357827	426.0	468.0	867.0	643.0
    21	 4467831	406.0	471.0	866.0	643.0
    22	 4580831	426.0	473.0	869.0	645.0
    23	 4690827	427.0	474.0	870.0	645.0
    24	 4800836	429.0	473.0	872.0	644.0
    25	 4930827	426.0	470.0	872.0	647.0
    26	 5040827	425.0	474.0	874.0	648.0
    27	 5150827	439.0	475.0	877.0	646.0
    28	 5260828	431.0	476.0	876.0	652.0
    29	 5370828	432.0	475.0	876.0	657.0
    30	 5480827	428.0	472.0	872.0	673.0
    31	 5590828	434.0	477.0	875.0	691.0
    32	 5700837	441.0	475.0	875.0	723.0
    33	 5810827	444.0	479.0	876.0	767.0
    34	 5920828	457.0	460.0	876.0	817.0
    35	 6030827	479.0	485.0	875.0	876.0
    36	 6140827	516.0	491.0	875.0	935.0
    37	 6250827	570.0	505.0	874.0	994.0
    38	 6360828	638.0	518.0	871.0	1046.0
    39	 6470839	710.0	539.0	873.0	1097.0
    40	 6580829	797.0	560.0	871.0	1140.0
    41	 6690832	844.0	576.0	873.0	1174.0
    42	 6800827	943.0	603.0	871.0	1203.0
    43	 6910837	1018.0	624.0	872.0	1227.0
    44	 7020834	1097.0	645.0	873.0	1240.0
    45	 7130836	1168.0	670.0	872.0	1257.0
