Number	Time	Temperature
     1	 1440681	33.0
     2	 1440780	32.0
     3	 1440831	32.0
     4	 1440881	32.4
     5	 1440931	32.7
     6	 1440981	33.2
     7	 1441030	33.7
     8	 1441093	34.1
     9	 1441135	34.8
    10	 1441185	35.4
    11	 1441230	36.3
    12	 1441281	37.1
    13	 1441331	37.7
    14	 1441385	39.3
    15	 1441431	40.1
    16	 1441481	40.7
    17	 1441531	41.6
    18	 1441581	42.4
    19	 1441631	43.3
    20	 1441681	43.9
    21	 1441731	44.6
    22	 1441781	45.2
    23	 1441831	46.1
    24	 1441881	46.8
    25	 1441931	47.4
    26	 1441993	48.8
    27	 1442035	49.4
    28	 1442087	49.9
    29	 1442131	50.5
    30	 1442181	51.1
    31	 1442231	51.5
    32	 1442281	51.9
    33	 1442331	52.2
    34	 1442381	52.3
    35	 1442431	52.5
    36	 1442481	52.5
    37	 1442531	52.3
    38	 1442581	52.2
    39	 1442631	51.9
    40	 1442681	51.8
    41	 1442741	51.5
    42	 1442787	51.1
    43	 1442833	50.8
    44	 1442881	50.4
    45	 1442931	50.3
    46	 1442981	50.1
    47	 1443031	49.8
    48	 1443081	49.5
    49	 1443131	49.4
    50	 1443181	49.2
    51	 1443231	49.1
    52	 1443281	49.2
    53	 1443331	49.4
    54	 1443393	49.5
    55	 1443438	49.8
    56	 1443487	49.9
    57	 1443530	50.1
    58	 1443581	50.4
    59	 1443633	50.5
    60	 1443681	50.8
    61	 1443731	51.0
    62	 1443781	51.1
    63	 1443831	51.1
    64	 1443881	51.1
    65	 1443931	51.1
    66	 1443981	51.1
    67	 1444031	51.0
    68	 1444089	50.7
    69	 1444135	50.5
    70	 1444183	50.4
    71	 1444231	50.3
    72	 1444281	50.1
    73	 1444331	49.9
    74	 1444385	49.8
    75	 1444431	49.7
    76	 1444481	49.7
    77	 1444530	49.7
    78	 1444581	49.7
    79	 1444631	49.8
    80	 1444681	49.9
    81	 1444731	50.1
    82	 1444781	50.1
    83	 1444831	50.3
    84	 1444881	50.4
    85	 1444931	50.5
    86	 1444993	50.7
    87	 1445039	50.8
    88	 1445083	51.0
    89	 1445130	51.0
    90	 1445181	51.0
    91	 1445231	50.8
    92	 1445281	50.7
    93	 1445331	50.7
    94	 1445381	50.5
    95	 1445431	50.4
    96	 1445481	50.1
    97	 1445531	50.3
    98	 1445581	50.1
    99	 1445633	50.1
   100	 1445681	50.1
   101	 1445741	49.9
   102	 1445787	49.9
   103	 1445831	49.9
   104	 1445881	49.9
   105	 1445931	50.1
   106	 1445981	50.1
   107	 1446031	50.1
   108	 1446081	50.3
   109	 1446131	50.3
   110	 1446181	50.1
   111	 1446231	50.5
   112	 1446281	50.5
   113	 1446331	50.5
   114	 1446381	50.7
   115	 1446443	50.7
   116	 1446491	50.5
   117	 1446534	50.5
   118	 1446580	50.5
   119	 1446633	50.4
   120	 1446681	50.3
   121	 1446731	50.3
